is_static,full_name
true,com.amazon.device.associates.b$3
true,com.amazon.device.associates.b$2
true,com.eleybourn.bookcatalogue.database.DbUtils$TableDefinition
true,com.amazon.device.associates.b$4
true,com.eleybourn.bookcatalogue.Fields$StringDataAccessor
true,com.eleybourn.bookcatalogue.utils.BookUtils$1
true,com.actionbarsherlock.internal.view.menu.ActionMenuPresenter$SavedState$1
true,com.eleybourn.bookcatalogue.booklist.BooklistGroup$BooklistAuthorGroup
true,com.amazon.device.associates.ProductPopoverActivity$a
true,com.eleybourn.bookcatalogue.scanner.ScannerManager$2
true,com.eleybourn.bookcatalogue.scanner.ScannerManager$1
true,com.eleybourn.bookcatalogue.scanner.ScannerManager$3
true,com.amazon.device.associates.AssociatesAPI$Config
true,com.amazon.device.associates.s$1
true,com.amazon.device.associates.ProductPopoverActivity$1
true,com.eleybourn.bookcatalogue.debug.Tracker$States
true,org.acra.util.HttpRequest$1
true,com.amazon.device.associates.DASBroadcastReceiver$1
true,com.actionbarsherlock.internal.nineoldandroids.animation.ValueAnimator$AnimatorUpdateListener
true,com.eleybourn.bookcatalogue.UpdateFromInternet$FieldUsages
true,com.eleybourn.bookcatalogue.cropper.CropUtil$1
true,com.eleybourn.bookcatalogue.utils.SoundManager$1
true,com.eleybourn.bookcatalogue.TaskManager$OnProgressMessage
true,com.eleybourn.bookcatalogue.utils.Utils$INextView
true,com.eleybourn.bookcatalogue.messaging.MessageSwitch$Message
true,com.actionbarsherlock.ActionBarSherlock$OnPreparePanelListener
true,com.eleybourn.bookcatalogue.booklist.BooklistGroup$UniqueMap
true,com.eleybourn.bookcatalogue.ManagedTask$TaskSwitch
true,com.eleybourn.bookcatalogue.database.DbSync$SynchronizedDb$DbOpener
true,com.eleybourn.bookcatalogue.BooksMultitypeListHandler$BooklistHolder
true,com.eleybourn.bookcatalogue.goodreads.api.SimpleXmlFilter$BuilderContext
true,com.eleybourn.bookcatalogue.backup.BackupWriter$BackupWriterListener
true,com.eleybourn.bookcatalogue.dialogs.StandardDialogs$SimpleDialogItem
true,com.actionbarsherlock.ActionBarSherlock$Implementation
true,com.eleybourn.bookcatalogue.utils.SimpleTaskQueue$OnTaskStartListener
true,org.acra.util.HttpRequest$SocketTimeOutRetryHandler
true,net.philipwarner.taskqueue.Listeners$EventActions
true,com.actionbarsherlock.view.MenuItem$OnMenuItemClickListener
true,org.acra.sender.GoogleFormSender$1
true,com.eleybourn.bookcatalogue.database.DbSync$Synchronizer$LockTypes
true,com.eleybourn.bookcatalogue.cropper.CropBitmapManager$ThreadSet
true,com.actionbarsherlock.internal.widget.ActionBarView$SavedState
true,com.eleybourn.bookcatalogue.database.DbSync$SynchronizedDb
true,com.eleybourn.bookcatalogue.goodreads.api.XmlFilter$XmlHandlerExt
true,com.eleybourn.bookcatalogue.CatalogueDBAdapter$InstanceRef
true,com.actionbarsherlock.internal.widget.IcsProgressBar$SavedState
true,com.eleybourn.bookcatalogue.backup.BackupManager$1$1
true,com.eleybourn.bookcatalogue.database.DbSync$SynchronizedDb$1
true,com.eleybourn.bookcatalogue.database.DbSync$SynchronizedDb$2
true,com.eleybourn.bookcatalogue.utils.SimpleTaskQueueProgressFragment$TaskMessage
true,com.eleybourn.bookcatalogue.goodreads.api.OwnedBookCreateHandler$InvalidIsbnException
true,com.eleybourn.bookcatalogue.backup.ReaderEntityAbstract$BufferedReaderNoClose
true,com.eleybourn.bookcatalogue.backup.BackupManager$1
true,com.eleybourn.bookcatalogue.backup.BackupManager$2
true,net.philipwarner.taskqueue.TasksCursor$1
true,com.eleybourn.bookcatalogue.filechooser.FileLister$FileDetailsComparator
true,com.eleybourn.bookcatalogue.Series$SeriesDetails
true,com.actionbarsherlock.internal.nineoldandroids.animation.PropertyValuesHolder$IntPropertyValuesHolder
true,com.eleybourn.bookcatalogue.TaskManager$OnFinshedMessage
true,com.actionbarsherlock.internal.view.menu.ActionMenuPresenter$HasPermanentMenuKey
true,com.actionbarsherlock.ActionBarSherlock$OnOptionsItemSelectedListener
true,com.eleybourn.bookcatalogue.goodreads.GoodreadsUtils$4$1
true,com.eleybourn.bookcatalogue.BooksMultitypeListHandler$GetBookExtrasTask
true,com.eleybourn.bookcatalogue.utils.SimpleTaskQueue$SimpleTaskContext
true,com.amazon.device.associates.PurchaseResponse$Status
true,com.eleybourn.bookcatalogue.TaskManager$TaskManagerListener
true,com.eleybourn.bookcatalogue.BookEvents$GrSendBookEvent
true,com.eleybourn.bookcatalogue.Fields$FieldFormatter
true,net.philipwarner.taskqueue.Listeners$OnEventChangeListener
true,com.eleybourn.bookcatalogue.BooksOnBookshelf$4$1
true,com.actionbarsherlock.widget.ShareActionProvider$OnShareTargetSelectedListener
true,com.actionbarsherlock.internal.widget.IcsSpinner$DropDownAdapter
true,com.eleybourn.bookcatalogue.Fields$CheckBoxAccessor
true,com.eleybourn.bookcatalogue.cropper.CropUtil$BackgroundJob
true,com.amazon.device.associates.SearchByIdResponse$Status
true,com.eleybourn.bookcatalogue.BookEdit$TabListener
true,com.actionbarsherlock.R$bool
true,com.eleybourn.bookcatalogue.CatalogueDBAdapter$DatabaseHelper
true,com.eleybourn.bookcatalogue.filechooser.FileLister$FileListerListener
true,com.actionbarsherlock.R$drawable
true,com.eleybourn.bookcatalogue.scanner.ScannerManager$ScannerFactory
true,com.eleybourn.bookcatalogue.database.CoversDbHelper$CoversHelper
true,com.eleybourn.bookcatalogue.goodreads.GoodreadsUtils$2
true,com.eleybourn.bookcatalogue.goodreads.GoodreadsUtils$1
true,com.eleybourn.bookcatalogue.goodreads.GoodreadsUtils$4
true,com.eleybourn.bookcatalogue.goodreads.GoodreadsUtils$3
true,com.eleybourn.bookcatalogue.goodreads.GoodreadsUtils$6
true,com.eleybourn.bookcatalogue.goodreads.GoodreadsUtils$5
true,com.eleybourn.bookcatalogue.backup.BackupUtils$CollectionAccessor
true,com.eleybourn.bookcatalogue.BookEvents$GrNoIsbnEvent
true,com.actionbarsherlock.internal.widget.ActionBarView$HomeView
true,com.actionbarsherlock.widget.SearchView$SearchAutoComplete
true,com.eleybourn.bookcatalogue.dialogs.ExportTypeSelectionDialogFragment$OnExportTypeSelectionDialogResultListener
true,com.eleybourn.bookcatalogue.BookEvents$BookEvent
true,com.eleybourn.bookcatalogue.database.SerializationUtils$DeserializationException
true,com.eleybourn.bookcatalogue.EditObjectList$1$1
true,com.amazon.device.associates.bb$a
