lack_of_cohesion_in_methods,number_of_methods,number_of_attributes,full_name
1,2,0,com.vladsch.flexmark.ast.util.HtmlInnerVisitorExt
10,5,0,com.vladsch.flexmark.ast.IndentedCodeBlock
0,1,0,com.pixplicity.generate.OnFeedbackListener
0,1,0,com.vladsch.flexmark.util.html.LengthTrackingAppendable
0,4,2,com.vladsch.flexmark.formatter.internal.NodeFormatterSubContext
1,2,0,com.vladsch.flexmark.superscript.internal.SuperscriptJiraRenderer$Factory
1,3,2,com.vladsch.flexmark.ext.gfm.tasklist.internal.FormatOptions
0,1,0,com.pixplicity.generate.R
0,5,0,net.gsantner.opoc.ui.FilesystemDialogData$SelectionListener
4,4,4,butterknife.OnTextChanged$Callback
0,2,1,other.com.flask.colorpicker.ColorPickerPreference$1
6,4,0,com.vladsch.flexmark.ast.HtmlCommentBlock
0,2,0,com.vladsch.flexmark.ext.jekyll.tag.JekyllTagVisitor
1,2,0,com.vladsch.flexmark.ext.gfm.strikethrough.StrikethroughVisitorExt
0,2,2,org.nibor.autolink.LinkExtractor$1
6,4,0,com.vladsch.flexmark.ast.Code
0,1,0,com.vladsch.flexmark.util.options.MutableDataSetter
3,3,1,net.gsantner.markor.ui.hleditor.-$$Lambda$Highlighter$OrGCgpYNS84PdyVIkowCL35UKhg
3,3,0,com.vladsch.flexmark.ext.tables.TableBody
0,1,1,com.vladsch.flexmark.ext.tables.TableCell$1
0,8,0,com.vladsch.flexmark.util.collection.IndexedItemSetMap
0,1,0,com.vladsch.flexmark.util.html.ConditionalFormatter
1,3,1,com.vladsch.flexmark.ext.emoji.internal.EmojiNodeRenderer$1
0,1,0,androidx.versionedparcelable.VersionedParcel$ParcelException
0,1,0,com.vladsch.flexmark.parser.block.ParagraphPreProcessorFactory
0,3,0,com.vladsch.flexmark.util.options.OptionParser
0,1,0,com.vladsch.flexmark.util.collection.iteration.ReversiblePeekingIterator
0,2,0,butterknife.BindFont
0,4,1,com.flask.colorpicker.renderer.ColorWheelRenderer
1,3,1,com.vladsch.flexmark.ast.util.TextCollectingVisitor$4
1,3,1,com.vladsch.flexmark.ast.util.TextCollectingVisitor$3
1,3,1,com.vladsch.flexmark.ast.util.TextCollectingVisitor$5
1,3,1,com.vladsch.flexmark.ast.util.TextCollectingVisitor$2
1,3,1,com.vladsch.flexmark.ast.util.TextCollectingVisitor$1
8,8,4,com.vladsch.flexmark.internal.BlockStartImpl
10,5,0,net.gsantner.opoc.ui.SearchOrCustomTextDialog
0,1,0,com.flask.colorpicker.OnColorSelectedListener
1,4,2,butterknife.internal.DebouncingOnClickListener
6,4,0,net.gsantner.markor.util.PermissionChecker
0,6,3,net.gsantner.opoc.format.todotxt.extension.SttTaskParserInfoExtension
0,1,0,com.vladsch.flexmark.ext.gfm.strikethrough.StrikethroughVisitor
1,2,0,com.vladsch.flexmark.ext.gfm.strikethrough.internal.StrikethroughJiraRenderer$Factory
0,1,0,butterknife.OnCheckedChanged
0,4,4,com.flask.colorpicker.CircleColorDrawable
6,4,1,com.vladsch.flexmark.util.mappers.NodeClassifier
0,2,1,com.flask.colorpicker.ColorPickerPreference$1
0,6,0,com.vladsch.flexmark.ast.DelimitedNode
5,7,2,com.vladsch.flexmark.ext.jekyll.tag.internal.JekyllTagBlockParser
9,6,1,com.vladsch.flexmark.ext.tables.TableRow
1,2,0,com.vladsch.flexmark.ast.CustomNode
0,3,1,net.gsantner.markor.format.general.BackgroundParagraphSpan
0,1,0,net.gsantner.markor.ui.hleditor.SpanCreator$ParagraphStyleCreator
1,2,0,com.vladsch.flexmark.ext.wikilink.internal.WikiLinkNodeRenderer$Factory
0,0,0,com.vladsch.flexmark.ext.yaml.front.matter.internal.YamlFrontMatterBlockParser$1
0,1,0,com.vladsch.flexmark.internal.InlineParserImpl$InlineParserExtensionDependencies
6,4,0,com.vladsch.flexmark.html.IndependentAttributeProviderFactory
0,3,0,com.vladsch.flexmark.parser.block.CharacterNodeFactory
13,6,2,com.vladsch.flexmark.ext.toc.internal.TocNodeRenderer
14,8,4,com.vladsch.flexmark.util.collection.iteration.BitSetIterator
4,4,2,com.vladsch.flexmark.ext.jekyll.tag.internal.JekyllTagInlineParserExtension
8,5,1,other.writeily.widget.WrWidgetConfigure
1,2,2,net.gsantner.markor.util.AppCast$VIEW_FOLDER_CHANGED
0,5,4,net.gsantner.markor.format.markdown.MarkdownTextActions$MarkdownTextActionsImpl$TextSelection
0,2,1,net.gsantner.markor.ui.hleditor.-$$Lambda$Highlighter$N57YcqKmhWcLXyQgzTcR4fdl3sg
1,3,1,com.vladsch.flexmark.ast.util.LineCollectingVisitor$1
1,3,1,com.vladsch.flexmark.ast.util.LineCollectingVisitor$4
1,3,1,com.vladsch.flexmark.ast.util.LineCollectingVisitor$5
1,3,1,com.vladsch.flexmark.ast.util.LineCollectingVisitor$2
1,3,1,com.vladsch.flexmark.ast.util.LineCollectingVisitor$3
4,4,4,com.vladsch.flexmark.ext.gfm.tasklist.TaskListItemCase
0,1,0,butterknife.OnLongClick
1,3,1,com.vladsch.flexmark.ast.util.LineCollectingVisitor$6
0,2,1,net.gsantner.markor.activity.-$$Lambda$DocumentActivity$HhqtjUKqqMu7whpfCUE56Fb2vE4
1,2,0,com.vladsch.flexmark.ast.util.BlockVisitorExt
4,4,1,com.vladsch.flexmark.ext.wikilink.internal.WikiLinkJiraRenderer
0,2,1,net.gsantner.markor.ui.hleditor.-$$Lambda$Highlighter$bjtvjqnxF5APhr_3KsBTJ3_3m0M
0,1,0,com.vladsch.flexmark.ast.ReferenceNode
3,3,0,com.vladsch.flexmark.html.HtmlRenderer$1
8,8,1,com.vladsch.flexmark.util.collection.OrderedMap$2
0,7,1,com.vladsch.flexmark.util.collection.OrderedMap$1
0,6,1,com.vladsch.flexmark.util.collection.OrderedMap$3
1,2,0,com.vladsch.flexmark.ext.jekyll.tag.internal.JekyllTagNodeRenderer$Factory
0,3,0,com.vladsch.flexmark.IRender
0,0,0,com.vladsch.flexmark.ast.DoNotCollectText
0,2,2,other.writeily.activity.-$$Lambda$WrFilesystemListFragment$6LoNWF4wo5qSyZ9sKuTJizjmW6w
0,4,0,com.vladsch.flexmark.IParse
4,4,4,com.vladsch.flexmark.util.format.options.DefinitionMarker
6,4,0,com.vladsch.flexmark.html.IndependentLinkResolverFactory
0,1,0,com.vladsch.flexmark.util.Function
3,3,0,com.vladsch.flexmark.ext.toc.TocExtension$1
0,0,0,androidx.core.internal.package-info
1,3,1,com.vladsch.flexmark.html.renderer.CoreNodeRenderer$1
1,3,1,com.vladsch.flexmark.html.renderer.CoreNodeRenderer$3
1,3,1,com.vladsch.flexmark.html.renderer.CoreNodeRenderer$2
1,3,1,com.vladsch.flexmark.html.renderer.CoreNodeRenderer$9
1,3,1,com.vladsch.flexmark.html.renderer.CoreNodeRenderer$8
1,3,1,com.vladsch.flexmark.html.renderer.CoreNodeRenderer$5
1,3,1,com.vladsch.flexmark.html.renderer.CoreNodeRenderer$4
1,3,1,com.vladsch.flexmark.html.renderer.CoreNodeRenderer$7
1,3,1,com.vladsch.flexmark.html.renderer.CoreNodeRenderer$6
1,2,0,com.vladsch.flexmark.ext.tables.TableVisitorExt
0,1,3,com.flask.colorpicker.R$bool
1,3,1,com.vladsch.flexmark.ext.ins.internal.InsJiraRenderer$1
6,4,1,com.vladsch.flexmark.internal.DocumentParser$BlockParserMapper
0,5,1,com.mobsandgeeks.adapters.InstantCursorAdapter
0,1,0,com.vladsch.flexmark.ext.gfm.tasklist.TaskListItemVisitor
0,1,0,com.vladsch.flexmark.ast.Visitor
1,2,0,com.vladsch.flexmark.internal.ParagraphParser$Factory
0,3,0,com.vladsch.flexmark.util.collection.iteration.ReversiblePeekingIterable
6,4,0,com.vladsch.flexmark.ast.BulletListItem
1,3,1,com.vladsch.flexmark.ast.util.BlockVisitorExt$10
1,3,1,com.vladsch.flexmark.ext.anchorlink.internal.AnchorLinkPostProcessor$1
1,3,1,com.vladsch.flexmark.ast.util.BlockVisitorExt$12
1,3,1,com.vladsch.flexmark.ast.util.BlockVisitorExt$11
1,3,1,com.vladsch.flexmark.ast.util.BlockVisitorExt$14
1,3,1,com.vladsch.flexmark.ast.util.BlockVisitorExt$13
0,1,3,com.vladsch.flexmark.internal.InlineParserImpl$ReferenceProcessorMatch
4,4,2,com.vladsch.flexmark.util.mappers.UpperCaseMapper
3,3,0,com.vladsch.flexmark.ext.tables.TableHead
0,1,0,androidx.browser.browseractions.BrowserActionsIntent$BrowserActionsFallDialogListener
0,1,0,net.gsantner.markor.ui.hleditor.SpanCreator$ParcelableSpanCreator
10,5,0,androidx.versionedparcelable.ParcelUtils
6,4,0,com.vladsch.flexmark.ast.BlockNodeVisitor
0,2,4,net.gsantner.markor.format.general.-$$Lambda$DatetimeFormatDialog$u2V9tZKfqMBV4YyD0fG7Kvjb2Nc
0,3,2,net.gsantner.markor.format.plaintext.PlaintextTextActions$PlaintextTextActionImpl
6,4,0,com.vladsch.flexmark.ast.HtmlEntity
0,1,1,com.vladsch.flexmark.util.Ref
0,2,1,net.gsantner.markor.format.general.FilledBackgroundParagraphSpan
4,4,2,net.gsantner.markor.activity.DocumentEditFragment_ViewBinding$1
0,2,4,net.gsantner.markor.format.todotxt.-$$Lambda$TodoTxtTextActions$TodoTxtTextActionsImpl$AYViyQfKN_ymBX4C3fsDQgzzdfk
0,2,2,other.writeily.ui.-$$Lambda$WrRenameDialog$Zpa95vQhzDAeKslwnImsP2TJ4jw
1,2,0,com.vladsch.flexmark.html.renderer.NodeRenderingHandler
1,2,0,net.gsantner.markor.activity.openeditor.OpenEditorQuickNoteActivity
0,0,0,com.vladsch.flexmark.internal.FencedCodeBlockParser$1
1,2,0,com.vladsch.flexmark.internal.DocumentParser$ParagraphPreProcessorCache
0,1,4,com.flask.colorpicker.R$integer
1,3,1,com.vladsch.flexmark.formatter.internal.CoreNodeFormatter$2
1,3,1,com.vladsch.flexmark.formatter.internal.CoreNodeFormatter$3
0,2,1,com.vladsch.flexmark.formatter.internal.CoreNodeFormatter$1
1,3,1,com.vladsch.flexmark.formatter.internal.CoreNodeFormatter$6
1,3,1,com.vladsch.flexmark.formatter.internal.CoreNodeFormatter$7
1,3,1,com.vladsch.flexmark.formatter.internal.CoreNodeFormatter$4
1,3,1,com.vladsch.flexmark.formatter.internal.CoreNodeFormatter$5
1,3,1,com.vladsch.flexmark.formatter.internal.CoreNodeFormatter$8
1,3,1,com.vladsch.flexmark.formatter.internal.CoreNodeFormatter$9
1,2,0,com.vladsch.flexmark.ext.emoji.EmojiVisitorExt
0,1,0,com.vladsch.flexmark.ext.toc.TocVisitor
0,2,1,net.gsantner.opoc.util.ContextUtils$DoTouchView
0,2,1,com.vladsch.flexmark.ext.wikilink.internal.WikiLinkLinkResolver
0,2,2,net.gsantner.markor.format.general.FirstLineTopPaddedParagraphSpan
3,3,1,other.writeily.ui.-$$Lambda$WrRenameDialog$uj1lRFMHkuooQZz_Z1_3LXsMLb8
1,3,1,com.vladsch.flexmark.ext.wikilink.WikiLinkVisitorExt$1
0,1,2,com.vladsch.flexmark.util.format.Table$1
0,2,4,com.vladsch.flexmark.util.ImageUtils$1
0,2,3,net.gsantner.opoc.util.-$$Lambda$ShareUtil$1$4Tc22gcHQLy9zo_iWz54Nizu_hQ
0,4,0,com.vladsch.flexmark.ext.toc.SimTocVisitor
4,4,2,net.gsantner.opoc.preference.FontPreferenceCompat$TypefaceObjectSpan
0,4,1,butterknife.internal.ImmutableList
0,2,4,com.vladsch.flexmark.ext.anchorlink.internal.AnchorLinkNodeRenderer$2
1,3,1,com.vladsch.flexmark.ext.anchorlink.internal.AnchorLinkNodeRenderer$1
1,3,1,com.vladsch.flexmark.util.options.DataKey$1
1,3,2,com.vladsch.flexmark.util.options.DataKey$2
0,2,1,net.gsantner.markor.activity.-$$Lambda$MainActivity$RzmRr3x6Eq46X-kmkE06XylZPzg
1,3,1,com.vladsch.flexmark.ext.toc.TocVisitorExt$1
6,4,1,com.vladsch.flexmark.util.mappers.ObjectClassifier
1,2,1,net.gsantner.markor.util.DocumentIO$1
1,2,0,com.vladsch.flexmark.ext.anchorlink.AnchorLinkVisitorExt
3,3,0,androidx.media.AudioAttributesImplBaseParcelizer
6,4,0,com.flask.colorpicker.builder.PaintBuilder
1,3,1,com.vladsch.flexmark.ext.yaml.front.matter.internal.YamlFrontMatterNodeFormatter$1
1,2,1,net.gsantner.markor.util.AppCast$CREATE_FOLDER
1,2,0,com.vladsch.flexmark.ext.gfm.tasklist.internal.TaskListNodeRenderer$Factory
0,2,4,androidx.versionedparcelable.VersionedParcelStream$FieldBuffer
10,5,0,com.vladsch.flexmark.ast.ThematicBreak
0,5,0,androidx.versionedparcelable.VersionedParcelize
3,3,1,net.gsantner.markor.util.AppCast$PathExtra
3,3,0,com.vladsch.flexmark.html.renderer.HtmlIdGenerator$1
1,7,2,com.vladsch.flexmark.util.collection.iteration.BitSetIterable
1,2,0,com.vladsch.flexmark.ext.jekyll.front.matter.JekyllFrontMatterVisitorExt
0,1,4,com.vladsch.flexmark.ext.jekyll.tag.internal.JekyllTagParsing
1,2,0,com.vladsch.flexmark.ext.emoji.internal.EmojiNodeRenderer$Factory
1,2,0,com.vladsch.flexmark.superscript.internal.SuperscriptNodeRenderer$Factory
0,4,3,com.vladsch.flexmark.internal.HeadingParser$HeadingParsing
0,1,0,com.vladsch.flexmark.parser.block.BlockParserFactory
1,2,0,com.vladsch.flexmark.ext.anchorlink.internal.AnchorLinkNodeRenderer$Factory
0,2,2,androidx.browser.browseractions.BrowserActionsFallbackMenuDialog$1
0,2,0,com.vladsch.flexmark.html.renderer.PhasedNodeRenderer
4,4,2,com.vladsch.flexmark.util.mappers.LowerCaseMapper
0,2,3,other.writeily.activity.-$$Lambda$WrFilesystemListFragment$yMUYHbgPIaGN0W4w11kQPb_-Ccg
0,2,1,net.gsantner.markor.activity.DocumentRepresentationFragment_ViewBinding
0,0,0,net.gsantner.opoc.ui.FilesystemDialogAdapter$1
0,2,3,net.gsantner.opoc.ui.-$$Lambda$SearchOrCustomTextDialog$x7AdLn5Obg7gB-BOEGl-9zCRR4A
1,3,1,com.vladsch.flexmark.util.dependency.ResolvedDependencies
0,2,3,net.gsantner.markor.format.markdown.-$$Lambda$MarkdownTextActions$pW06laZzx7O4GP2NQ57mH2u3lTk
0,2,2,net.gsantner.markor.format.general.-$$Lambda$CommonTextActions$Kt3_ZXxn-x6SyWQaTb4HwIdjH6s
0,2,4,com.vladsch.flexmark.internal.BlockQuoteParser$BlockFactory
6,4,0,com.vladsch.flexmark.ext.anchorlink.internal.AnchorLinkNodePostProcessor$Factory
0,2,1,net.gsantner.markor.ui.hleditor.-$$Lambda$Highlighter$kzpo0caBbWbuUI_LWHG1Pdp8aQQ
1,3,1,com.vladsch.flexmark.ast.util.InlineVisitorExt$15
1,3,1,com.vladsch.flexmark.ast.util.InlineVisitorExt$14
1,3,1,com.vladsch.flexmark.ast.util.InlineVisitorExt$13
1,3,1,com.vladsch.flexmark.ast.util.InlineVisitorExt$12
1,3,1,com.vladsch.flexmark.ast.util.InlineVisitorExt$11
1,3,1,com.vladsch.flexmark.ast.util.InlineVisitorExt$10
0,2,1,com.vladsch.flexmark.internal.InlineParserImpl$InlineParserDependencyStage
0,0,0,androidx.versionedparcelable.NonParcelField
0,2,0,com.vladsch.flexmark.internal.BlockParserTracker
0,5,4,com.vladsch.flexmark.internal.IndentedCodeBlockParser
10,5,0,com.vladsch.flexmark.ext.toc.internal.TocOptionTypes$1
10,5,0,com.vladsch.flexmark.ext.toc.internal.TocOptionTypes$5
10,5,0,com.vladsch.flexmark.ext.toc.internal.TocOptionTypes$4
10,5,0,com.vladsch.flexmark.ext.toc.internal.TocOptionTypes$3
10,5,0,com.vladsch.flexmark.ext.toc.internal.TocOptionTypes$2
0,1,0,butterknife.OnItemLongClick
0,2,3,net.gsantner.markor.ui.-$$Lambda$NewFileDialog$iOp7fNeIppanIR3LdaSoZjM6-pk
1,2,0,com.vladsch.flexmark.ext.toc.internal.SimTocNodeFormatter$Factory
10,5,0,com.vladsch.flexmark.ext.toc.internal.TocOptionTypes$9
10,5,0,com.vladsch.flexmark.ext.toc.internal.TocOptionTypes$8
10,5,0,com.vladsch.flexmark.ext.toc.internal.TocOptionTypes$7
0,4,0,com.vladsch.flexmark.html.AttributeProviderFactory
10,5,0,com.vladsch.flexmark.ext.toc.internal.TocOptionTypes$6
6,4,0,com.vladsch.flexmark.ast.util.ReferenceRepository
0,0,0,com.vladsch.flexmark.ast.BlankLineContainer
0,2,0,com.vladsch.flexmark.html.HtmlRenderer$HtmlRendererExtension
6,4,0,org.nibor.autolink.internal.UrlScanner
0,0,0,butterknife.BindFont$TypefaceStyle
0,4,3,com.vladsch.flexmark.internal.BlockContinueImpl
0,7,2,com.vladsch.flexmark.util.Pair
0,2,3,com.vladsch.flexmark.ext.tables.internal.TableNodeRenderer$11
1,3,0,com.vladsch.flexmark.ast.util.AnchorRefTargetBlockVisitor
0,2,3,com.vladsch.flexmark.ext.tables.internal.TableNodeRenderer$12
0,2,3,com.vladsch.flexmark.ext.tables.internal.TableNodeRenderer$10
0,1,1,com.vladsch.flexmark.ext.tables.internal.TableNodeRenderer$13
1,2,0,com.vladsch.flexmark.ext.tables.internal.TableNodeRenderer$Factory
0,0,0,androidx.browser.browseractions.BrowserActionsIntent$BrowserActionsUrlType
1,2,0,com.vladsch.flexmark.ext.ins.internal.InsNodeRenderer$Factory
0,4,0,butterknife.internal.ListenerMethod
0,1,0,butterknife.BindString
3,3,1,com.vladsch.flexmark.util.collection.NodeClassifierVisitor$1
10,5,0,net.gsantner.markor.format.todotxt.TodoTxtAutoFormat
3,3,0,com.vladsch.flexmark.ast.StrongEmphasis
6,4,0,com.vladsch.flexmark.util.dependency.DependentItemMap
4,4,2,net.gsantner.opoc.ui.SearchOrCustomTextDialog$2
1,3,3,net.gsantner.opoc.ui.SearchOrCustomTextDialog$1
0,1,0,com.vladsch.flexmark.superscript.SuperscriptVisitor
0,1,3,net.gsantner.opoc.ui.FilesystemDialogAdapter$TagContainer
0,2,4,net.gsantner.markor.ui.-$$Lambda$SearchOrCustomTextDialogCreator$7S_oolsiJFJzhAekKdo91szOtD4
0,1,0,butterknife.OnEditorAction
0,2,2,net.gsantner.markor.ui.hleditor.-$$Lambda$TextActions$O1ErBJWQoQoL87oX_qcO5b8Ubio
0,1,0,butterknife.BindDimen
0,3,0,com.vladsch.flexmark.util.collection.iteration.ReversibleIndexedIterable
1,3,1,net.gsantner.markor.format.general.CommonTextActions$1
3,3,0,com.vladsch.flexmark.parser.Parser$2
0,1,4,com.vladsch.flexmark.util.format.Table$ColumnSpan
0,1,0,com.vladsch.flexmark.ext.wikilink.WikiImageVisitor
1,2,0,net.gsantner.markor.activity.openeditor.OpenEditorLinkBoxActivity
3,3,0,com.vladsch.flexmark.parser.Parser$1
0,3,2,com.mobsandgeeks.adapters.InstantAdapter
1,3,1,com.vladsch.flexmark.internal.ThematicBreakParser$BlockFactory
0,2,0,com.vladsch.flexmark.parser.Parser$ParserExtension
6,4,0,com.vladsch.flexmark.ext.anchorlink.internal.AnchorLinkPostProcessor$Factory
0,1,0,butterknife.BindColor
1,2,0,com.vladsch.flexmark.ext.jekyll.front.matter.internal.JekyllFrontMatterNodeFormatter$Factory
0,0,0,androidx.versionedparcelable.VersionedParcelable
3,3,1,com.vladsch.flexmark.util.mappers.EolCharacterMapper
0,4,0,com.vladsch.flexmark.ast.AnchorRefTarget
3,3,4,com.vladsch.flexmark.ext.emoji.internal.EmojiResolvedShortcut
1,2,1,com.vladsch.flexmark.ext.gfm.tasklist.TaskListExtension$1
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$10
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$12
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$11
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$14
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$13
0,4,0,com.vladsch.flexmark.ast.ReferencingNode
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$16
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$15
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$18
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$17
0,2,3,net.gsantner.opoc.ui.-$$Lambda$SearchOrCustomTextDialog$RVVzQ1zDr4-M-5QpB8RD4saMLDc
0,2,1,net.gsantner.markor.ui.hleditor.-$$Lambda$Highlighter$I3i8sfxwCvV-o-TxDxyXRNZT7rg
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$19
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$21
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$20
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$23
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$22
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$25
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$24
1,2,0,com.vladsch.flexmark.ext.gfm.strikethrough.SubscriptVisitorExt
0,2,1,com.vladsch.flexmark.html.HtmlRenderer$RendererDependencies
0,7,0,com.vladsch.flexmark.ext.tables.TableVisitor
3,3,1,net.gsantner.markor.format.todotxt.-$$Lambda$TodoTxtHighlighter$2hma3FH9sp2O_aEri_3O9SQsQwI
0,2,1,net.gsantner.markor.ui.hleditor.-$$Lambda$Highlighter$VRPj7CrqwTpXmdUX7G9OBI1dUeM
0,6,0,com.vladsch.flexmark.util.NodeTracker
0,1,0,butterknife.OnFocusChange
4,5,2,net.gsantner.opoc.util.PermissionChecker
4,4,4,org.nibor.autolink.LinkType
0,2,1,net.gsantner.markor.activity.-$$Lambda$MainActivity$ocp1C5P7mXvqOBQoUUKFETFaPZU
6,4,0,net.gsantner.markor.util.AppCast
1,2,0,com.vladsch.flexmark.ext.wikilink.WikiImageVisitorExt
6,4,0,com.vladsch.flexmark.util.mappers.CharWidthProvider$1
4,4,4,com.vladsch.flexmark.util.format.options.DiscretionaryText
4,4,1,com.flask.colorpicker.ColorPickerView$1
0,2,1,com.flask.colorpicker.ColorPickerView$2
0,2,1,butterknife.Unbinder
0,1,0,com.mobsandgeeks.adapters.Sectionizer
0,6,4,com.vladsch.flexmark.util.collection.CopyOnWriteRef
1,2,0,com.vladsch.flexmark.ext.wikilink.WikiLinkVisitorExt
1,3,1,com.vladsch.flexmark.ext.toc.internal.TocNodeRenderer$1
0,2,1,com.vladsch.flexmark.ext.anchorlink.internal.AnchorLinkNodePostProcessor
8,5,4,com.vladsch.flexmark.ext.tables.TableCell$Alignment
1,3,1,com.vladsch.flexmark.ext.jekyll.front.matter.internal.JekyllFrontMatterNodeFormatter$1
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$27
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$26
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$29
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$28
3,3,0,com.vladsch.flexmark.util.collection.DynamicDefaultKey
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$30
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$32
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$31
0,1,1,com.flask.colorpicker.builder.ColorWheelRendererBuilder$1
0,1,0,other.writeily.ui.WrConfirmDialog$ConfirmDialogCallback
0,2,4,net.gsantner.markor.format.general.-$$Lambda$DatetimeFormatDialog$e9y31J9yQaA_MUaD2LNlzs8_Tpc
0,2,1,com.vladsch.flexmark.ext.gfm.tasklist.internal.TaskListNodeRenderer$3$1
3,3,1,com.vladsch.flexmark.ext.toc.internal.TocBlockParser$BlockFactory
0,2,3,net.gsantner.markor.ui.-$$Lambda$SearchOrCustomTextDialogCreator$DRzIlPptPfB_EoMX_4itsVk_LNI
1,3,3,com.vladsch.flexmark.ext.toc.internal.TocLevelsOptionParser$1
0,2,2,net.gsantner.markor.format.todotxt.-$$Lambda$TodoTxtTextActions$TodoTxtTextActionsImpl$sjCzLBBOXxUJKQgWsZa1xj0XlMk
3,3,1,net.gsantner.markor.ui.-$$Lambda$FilesystemDialogCreator$ER972AlYyfPNOvXwnYF9NqjClTs
4,4,4,com.vladsch.flexmark.util.format.options.ElementPlacementSort
0,6,3,com.vladsch.flexmark.util.options.BooleanOptionParser
0,2,2,other.writeily.activity.WrFilesystemListFragment_ViewBinding
0,1,3,com.vladsch.flexmark.formatter.internal.NodeRepositoryFormatter$2
3,3,1,com.vladsch.flexmark.formatter.internal.NodeRepositoryFormatter$1
1,3,1,com.vladsch.flexmark.ext.jekyll.tag.internal.JekyllTagNodeRenderer$2
1,3,1,com.vladsch.flexmark.ext.jekyll.tag.internal.JekyllTagNodeRenderer$1
0,2,4,net.gsantner.markor.format.todotxt.-$$Lambda$TodoTxtTextActions$TodoTxtTextActionsImpl$VxiA6hBNiR-DZ-om14iuuIp_uDE
0,1,1,com.vladsch.flexmark.ext.emoji.EmojiShortcutType$1
6,4,0,com.vladsch.flexmark.ast.HtmlInline
0,2,2,other.writeily.activity.WrFilesystemListFragment_ViewBinding$1
4,5,1,com.vladsch.flexmark.internal.HeadingParser
0,6,0,com.vladsch.flexmark.util.options.DataHolder
13,6,3,androidx.browser.browseractions.BrowserActionsFallbackMenuDialog
0,2,2,com.vladsch.flexmark.ext.jekyll.tag.internal.JekyllTagBlockParser$BlockFactory
1,3,1,com.vladsch.flexmark.ext.toc.internal.SimTocNodeRenderer$4
3,3,1,net.gsantner.markor.ui.-$$Lambda$FilesystemDialogCreator$5MwYwS6Ctuj6Lwhmi2sqsMhXK3o
1,3,1,com.vladsch.flexmark.ext.toc.internal.SimTocNodeRenderer$1
1,3,1,com.vladsch.flexmark.ext.toc.internal.SimTocNodeRenderer$2
3,3,1,net.gsantner.markor.ui.-$$Lambda$FileInfoDialog$oSErZw5qkkElB2liv0NDbQBHB94
1,3,1,com.vladsch.flexmark.ext.toc.internal.SimTocNodeRenderer$3
0,1,0,com.vladsch.flexmark.formatter.internal.NodeFormatterFactory
1,2,0,com.vladsch.flexmark.ext.yaml.front.matter.YamlFrontMatterVisitorExt
0,1,0,butterknife.ButterKnife$Setter
3,3,1,com.vladsch.flexmark.ext.jekyll.front.matter.internal.JekyllFrontMatterBlockParser$BlockFactory
1,3,1,net.pmarks.chromadoze.XORShiftRandom
0,2,3,net.pmarks.chromadoze.AudioParams
10,5,0,net.pmarks.chromadoze.SpectrumData$1
0,1,0,net.pmarks.chromadoze.NoiseService$PercentListener
0,2,0,net.pmarks.chromadoze.SampleShuffler$VolumeListener
3,3,0,net.pmarks.chromadoze.AboutFragment
0,4,4,com.mobeta.android.dslv.DragSortListView$HeightCache
1,2,0,net.pmarks.chromadoze.FragmentIndex
0,3,0,com.mobeta.android.dslv.DragSortListView$FloatViewManager
0,1,1,net.pmarks.chromadoze.SampleShuffler$1
0,3,2,com.mobeta.android.dslv.DragSortListView$AdapterWrapper$1
0,8,1,net.pmarks.chromadoze.SampleGeneratorState
4,4,4,net.pmarks.chromadoze.SampleShuffler$VolumeListener$DuckLevel
0,2,1,com.mobeta.android.dslv.DragSortController$1
1,2,0,net.pmarks.chromadoze.TheBackupAgent
