lack_of_cohesion_in_methods,number_of_methods,number_of_attributes,full_name
0,1,0,com.eleybourn.bookcatalogue.messaging.MessageSwitch$RoutingSlip
0,2,0,com.actionbarsherlock.view.MenuItem$OnActionExpandListener
0,3,1,com.eleybourn.bookcatalogue.properties.ListProperty$ItemEntries
0,1,0,com.eleybourn.bookcatalogue.properties.Property$IntegerValue
0,2,2,com.eleybourn.bookcatalogue.cropper.CropCropImage$5
0,3,1,com.eleybourn.bookcatalogue.cropper.CropCropImage$4
0,2,0,com.google.gdata.util.common.base.Escaper
0,2,1,com.eleybourn.bookcatalogue.cropper.CropCropImage$3
0,2,1,com.eleybourn.bookcatalogue.cropper.CropCropImage$2
0,2,1,com.eleybourn.bookcatalogue.BookCatalogueApp$1
0,4,3,com.amazon.device.associates.DASBroadcastReceiver
6,4,0,org.acra.collector.SettingsCollector
10,5,1,com.eleybourn.bookcatalogue.FieldVisibility
8,8,3,com.amazon.device.associates.SearchByIdResponse
0,2,3,com.eleybourn.bookcatalogue.datamanager.ValidatorException
0,2,1,com.eleybourn.bookcatalogue.BookEditFields$2
0,2,1,com.eleybourn.bookcatalogue.BookEditFields$3
0,2,1,com.eleybourn.bookcatalogue.BookEditFields$1
0,2,0,com.eleybourn.bookcatalogue.ManagedTask$TaskController
0,2,2,com.eleybourn.bookcatalogue.BookEditFields$6
0,2,1,com.eleybourn.bookcatalogue.BookEditFields$7
0,2,2,com.eleybourn.bookcatalogue.BookEditFields$4
0,2,1,com.eleybourn.bookcatalogue.BookEditFields$5
0,1,0,com.actionbarsherlock.widget.SearchView$OnCloseListener
1,2,1,com.eleybourn.bookcatalogue.EditSeriesList$6
1,3,1,com.actionbarsherlock.widget.ShareActionProvider$ShareAcitivityChooserModelPolicy
0,2,2,com.eleybourn.bookcatalogue.EditSeriesList$5
0,1,2,com.eleybourn.bookcatalogue.CatalogueDBAdapter$AnthologyTitleExistsException
0,2,2,com.eleybourn.bookcatalogue.EditSeriesList$2
0,2,3,com.eleybourn.bookcatalogue.EditSeriesList$1
0,2,4,com.eleybourn.bookcatalogue.EditSeriesList$4
0,2,4,com.eleybourn.bookcatalogue.EditSeriesList$3
0,2,2,com.amazon.device.associates.a$1
6,4,2,com.eleybourn.bookcatalogue.scanner.Pic2ShopScanner
1,2,0,com.eleybourn.bookcatalogue.goodreads.GoodreadsAuthorizationActivity
0,4,1,com.eleybourn.bookcatalogue.BookCatalogueClassic$AuthorViewManager
6,4,1,com.eleybourn.bookcatalogue.datamanager.OrValidator
0,5,3,com.eleybourn.bookcatalogue.filechooser.FileLister
4,5,4,net.philipwarner.taskqueue.LegacyEvent
0,4,1,com.eleybourn.bookcatalogue.BookCatalogueClassic$AuthorFirstViewManager
1,2,1,oauth.signpost.signature.AuthorizationHeaderSigningStrategy
0,1,0,net.philipwarner.taskqueue.Listeners
1,2,0,com.actionbarsherlock.widget.ActivityChooserView$SetActivated
0,1,3,com.eleybourn.bookcatalogue.scanner.pic2shop.Scan
1,2,1,com.eleybourn.bookcatalogue.BookDetailsAbstract$2
0,2,1,com.eleybourn.bookcatalogue.BookDetailsAbstract$1
0,2,2,com.eleybourn.bookcatalogue.BookDetailsAbstract$4
0,2,1,com.eleybourn.bookcatalogue.BookDetailsAbstract$3
13,7,2,com.eleybourn.bookcatalogue.utils.HintManager$Hint
0,9,0,com.eleybourn.bookcatalogue.BookEditFragmentAbstract$BookEditManager
1,2,1,net.philipwarner.taskqueue.DbAdapter$1
1,3,1,com.actionbarsherlock.internal.widget.IcsListPopupWindow$1
1,3,1,com.actionbarsherlock.internal.widget.IcsListPopupWindow$ListSelectorHider
0,4,0,com.actionbarsherlock.internal.nineoldandroids.animation.Animator$AnimatorListener
4,4,1,com.eleybourn.bookcatalogue.BookData$1
0,4,1,com.eleybourn.bookcatalogue.BookData$2
4,4,1,com.eleybourn.bookcatalogue.BookData$3
0,1,0,com.eleybourn.bookcatalogue.Fields$FieldValidator
0,3,0,com.eleybourn.bookcatalogue.datamanager.DataAccessor
0,2,1,com.eleybourn.bookcatalogue.properties.BooleanProperty$2
0,2,0,com.eleybourn.bookcatalogue.datamanager.DataEditor
0,2,0,com.eleybourn.bookcatalogue.dialogs.PartialDatePicker$OnDateSetListener
0,2,1,com.eleybourn.bookcatalogue.properties.BooleanProperty$1
0,6,4,net.philipwarner.taskqueue.Event
0,1,0,com.eleybourn.bookcatalogue.utils.Utils$Factory
3,3,0,oauth.signpost.signature.PlainTextMessageSigner
0,5,1,oauth.signpost.basic.HttpURLConnectionResponseAdapter
1,2,0,com.eleybourn.bookcatalogue.BookCatalogue
0,3,1,com.eleybourn.bookcatalogue.SearchManager$1
1,3,1,com.eleybourn.bookcatalogue.SearchManager$2
0,1,0,com.actionbarsherlock.view.ActionProvider$SubUiVisibilityListener
0,2,0,com.actionbarsherlock.internal.view.menu.MenuBuilder$Callback
0,2,0,com.eleybourn.bookcatalogue.goodreads.api.SimpleXmlFilter$XmlListener
0,1,1,com.eleybourn.bookcatalogue.ActivityWithTasks$ProgressDet
0,3,0,oauth.signpost.OAuthProviderListener
0,1,0,com.actionbarsherlock.ActionBarSherlock$OnCreatePanelMenuListener
0,1,0,org.acra.sender.ReportSender
0,2,1,com.actionbarsherlock.internal.ActionBarSherlockCompat$1
0,1,0,com.eleybourn.bookcatalogue.ManagedTask$TaskListener
1,3,1,com.eleybourn.bookcatalogue.StartupActivity$RebuildFtsTask
0,2,3,com.eleybourn.bookcatalogue.cropper.CropImageViewTouchBase$1
0,3,0,com.eleybourn.bookcatalogue.messaging.MessageSwitch$MessageSender
0,1,0,com.actionbarsherlock.R
1,2,0,com.eleybourn.bookcatalogue.goodreads.api.ShowBookByIsbnApiHandler
0,2,1,com.eleybourn.bookcatalogue.widgets.SimpleListAdapter$1
0,1,0,com.actionbarsherlock.widget.ActivityChooserModel$OnChooseActivityListener
0,2,0,com.eleybourn.bookcatalogue.database.DbSync$Synchronizer$SyncLock
0,2,1,com.eleybourn.bookcatalogue.widgets.SimpleListAdapter$3
0,2,1,com.eleybourn.bookcatalogue.widgets.SimpleListAdapter$2
0,2,1,com.eleybourn.bookcatalogue.widgets.SimpleListAdapter$4
0,5,1,oauth.signpost.commonshttp.HttpResponseAdapter
0,1,0,oauth.signpost.signature.SigningStrategy
0,3,0,com.eleybourn.bookcatalogue.backup.Importer$OnImporterListener
4,4,1,com.actionbarsherlock.internal.view.menu.ActionMenuPresenter$PopupPresenterCallback
0,2,0,com.actionbarsherlock.internal.view.menu.ActionMenuView$ActionMenuChildView
10,5,0,com.eleybourn.bookcatalogue.Author$1
6,4,0,org.acra.util.NaiveTrustManager
0,2,1,com.eleybourn.bookcatalogue.dialogs.PartialDatePicker$4
0,2,1,com.eleybourn.bookcatalogue.dialogs.PartialDatePicker$5
0,3,1,com.eleybourn.bookcatalogue.dialogs.PartialDatePicker$2
4,4,1,com.eleybourn.bookcatalogue.dialogs.PartialDatePicker$3
0,2,1,com.eleybourn.bookcatalogue.dialogs.PartialDatePicker$8
0,2,1,com.eleybourn.bookcatalogue.dialogs.PartialDatePicker$9
0,2,1,com.eleybourn.bookcatalogue.dialogs.PartialDatePicker$6
0,2,1,com.eleybourn.bookcatalogue.dialogs.PartialDatePicker$7
0,3,1,com.eleybourn.bookcatalogue.dialogs.PartialDatePicker$1
0,1,0,com.eleybourn.bookcatalogue.SearchManager$TaskSwitch
1,2,1,com.eleybourn.bookcatalogue.AdministrationFunctions$4$2
0,2,2,com.eleybourn.bookcatalogue.utils.UpgradeMessageManager$UpgradeMessage
0,2,1,com.eleybourn.bookcatalogue.AdministrationFunctions$4$1
0,5,3,com.eleybourn.bookcatalogue.AnthologyTitle
0,2,1,com.eleybourn.bookcatalogue.BookISBNSearch$20
0,2,2,com.eleybourn.bookcatalogue.BookISBNSearch$23
0,2,1,com.eleybourn.bookcatalogue.BookISBNSearch$24
1,2,3,com.eleybourn.bookcatalogue.BookCatalogueClassic$ViewManager$TextViewInfo
0,2,1,com.eleybourn.bookcatalogue.BookISBNSearch$21
0,2,1,com.eleybourn.bookcatalogue.BookISBNSearch$22
0,2,1,com.eleybourn.bookcatalogue.utils.SimpleTaskQueue$1
0,2,1,com.eleybourn.bookcatalogue.BookISBNSearch$16
0,2,1,com.eleybourn.bookcatalogue.BookISBNSearch$17
0,2,1,com.eleybourn.bookcatalogue.BookISBNSearch$14
0,2,1,com.eleybourn.bookcatalogue.BookISBNSearch$15
0,2,1,com.eleybourn.bookcatalogue.BookISBNSearch$18
0,2,1,com.eleybourn.bookcatalogue.dialogs.ExportTypeSelectionDialogFragment$1
0,2,1,com.eleybourn.bookcatalogue.BookISBNSearch$19
0,9,0,com.eleybourn.bookcatalogue.backup.ReaderEntity
0,4,1,com.eleybourn.bookcatalogue.BookCatalogueClassic$TitleViewManager
0,4,1,com.eleybourn.bookcatalogue.BookCatalogueClassic$UnreadViewManager
0,5,3,com.eleybourn.bookcatalogue.backup.tar.TarReaderEntity
1,2,0,org.acra.collector.DumpSysCollector
0,5,0,com.amazon.device.associates.ShoppingListener
0,2,1,org.acra.CrashReportDialog$2
0,1,0,com.eleybourn.bookcatalogue.cropper.CropImageViewTouchBase$Recycler
0,2,2,org.acra.CrashReportDialog$3
0,2,1,org.acra.CrashReportDialog$1
3,3,1,oauth.signpost.signature.HmacSha1MessageSigner
0,3,4,com.eleybourn.bookcatalogue.database.DbUtils$TableDefinition$FkReference
0,2,2,com.actionbarsherlock.internal.widget.ActionBarContextView$1
1,2,1,com.eleybourn.bookcatalogue.goodreads.GoodreadsRegister$3
0,3,2,com.eleybourn.bookcatalogue.goodreads.GoodreadsRegister$4
0,2,1,com.eleybourn.bookcatalogue.messaging.MessageSwitch$2
0,2,3,com.eleybourn.bookcatalogue.messaging.MessageSwitch$1
0,2,2,com.eleybourn.bookcatalogue.goodreads.GoodreadsRegister$1
0,2,1,com.eleybourn.bookcatalogue.goodreads.GoodreadsRegister$2
0,2,0,com.eleybourn.bookcatalogue.utils.SimpleTaskQueue$SimpleTask
0,4,1,com.eleybourn.bookcatalogue.BookCatalogueClassic$GenreViewManager
11,6,3,com.eleybourn.bookcatalogue.backup.CsvExporter
0,4,3,com.eleybourn.bookcatalogue.goodreads.GetImageTask
1,2,0,com.eleybourn.bookcatalogue.filechooser.IFileManager
0,2,1,com.eleybourn.bookcatalogue.BookISBNSearch$12
0,3,3,com.actionbarsherlock.view.MenuInflater$InflatedOnMenuItemClickListener
0,2,1,com.eleybourn.bookcatalogue.BookISBNSearch$13
0,2,1,com.eleybourn.bookcatalogue.BookISBNSearch$10
0,2,1,com.eleybourn.bookcatalogue.BookISBNSearch$11
4,4,1,com.actionbarsherlock.internal.widget.IcsListPopupWindow$PopupScrollListener
0,2,1,com.actionbarsherlock.internal.widget.AbsActionBarView$1
0,1,1,com.eleybourn.bookcatalogue.ActivityWithTasks$ProgressIndet
1,6,3,com.actionbarsherlock.widget.ActivityChooserModel$ActivityResolveInfo
1,2,0,com.eleybourn.bookcatalogue.CollationCaseSensitive
0,4,2,com.actionbarsherlock.internal.widget.IcsAdapterView$AdapterDataSetObserver
0,2,2,com.eleybourn.bookcatalogue.BooksOnBookshelf$11
0,2,3,com.eleybourn.bookcatalogue.BooksOnBookshelf$12
1,3,1,com.actionbarsherlock.internal.widget.IcsAdapterView$SelectionNotifier
3,3,0,com.eleybourn.bookcatalogue.SearchAmazonThread
0,2,3,com.eleybourn.bookcatalogue.BooksOnBookshelf$10
6,4,0,com.eleybourn.bookcatalogue.utils.Logger
0,1,0,com.actionbarsherlock.app.ActionBar$OnNavigationListener
0,1,0,com.eleybourn.bookcatalogue.widgets.TouchListView$DropListener
0,2,1,com.eleybourn.bookcatalogue.AdministrationLibraryThing$4
0,3,1,com.eleybourn.bookcatalogue.AdministrationLibraryThing$3
6,6,0,com.eleybourn.bookcatalogue.PreferencesBase
4,5,4,net.philipwarner.taskqueue.LegacyTask
4,5,2,com.eleybourn.bookcatalogue.CoverBrowser$CoverImageAdapter
0,9,1,com.eleybourn.bookcatalogue.backup.BackupWriterAbstract
4,4,1,com.eleybourn.bookcatalogue.properties.StringProperty$1
3,3,0,com.eleybourn.bookcatalogue.datamanager.BooleanValidator
0,2,2,com.eleybourn.bookcatalogue.goodreads.GoodreadsManager$GoodreadsBookshelves
1,3,2,com.eleybourn.bookcatalogue.TaskManager$OnTaskEndedMessage
1,3,1,com.eleybourn.bookcatalogue.TaskManager$OnToastMessage
1,3,1,com.eleybourn.bookcatalogue.SearchCatalogue$SearchUpdateTimer
4,4,4,com.amazon.device.associates.PurchaseExperience
1,3,1,com.actionbarsherlock.widget.ShareActionProvider$ShareMenuItemOnMenuItemClickListener
1,6,4,com.eleybourn.bookcatalogue.utils.SimpleTaskQueue$SimpleTaskQueueThread
3,3,0,org.acra.collector.Compatibility
3,3,0,com.actionbarsherlock.internal.nineoldandroids.animation.IntEvaluator
0,5,4,com.eleybourn.bookcatalogue.utils.IsbnUtils$IsbnInfo
0,2,1,com.eleybourn.bookcatalogue.UpdateFromInternet$4
0,2,2,com.eleybourn.bookcatalogue.BooksOnBookshelf$1$1
0,6,1,com.actionbarsherlock.internal.nineoldandroids.widget.NineFrameLayout
0,3,1,com.eleybourn.bookcatalogue.UpdateFromInternet$3
0,2,1,com.eleybourn.bookcatalogue.UpdateFromInternet$2
0,2,1,com.eleybourn.bookcatalogue.UpdateFromInternet$1
0,3,1,com.amazon.device.associates.ShoppingServiceResponse
0,7,3,com.eleybourn.bookcatalogue.booklist.BooklistGroup$BooklistSeriesGroup
0,2,1,com.eleybourn.bookcatalogue.BindableItemListActivity$2
0,2,1,com.eleybourn.bookcatalogue.BindableItemListActivity$1
0,2,2,com.eleybourn.bookcatalogue.BindableItemListActivity$3
1,2,0,com.eleybourn.bookcatalogue.utils.StorageUtils$1
0,8,2,com.eleybourn.bookcatalogue.database.DbUtils$JoinContext
10,5,0,com.eleybourn.bookcatalogue.filechooser.BackupFileDetails$1
1,3,1,com.actionbarsherlock.internal.widget.IcsProgressBar$AccessibilityEventSender
4,4,4,com.amazon.device.associates.FilterType
0,1,0,com.actionbarsherlock.internal.nineoldandroids.animation.TypeEvaluator
3,3,1,com.eleybourn.bookcatalogue.goodreads.GoodreadsAuthorizationResultCheck
0,4,1,com.eleybourn.bookcatalogue.utils.SimpleTaskQueueProgressFragment$FragmentTaskAbstract
0,2,1,com.eleybourn.bookcatalogue.dialogs.MessageDialogFragment$2
0,2,1,com.eleybourn.bookcatalogue.dialogs.MessageDialogFragment$3
0,2,1,com.eleybourn.bookcatalogue.AdministrationLibraryThing$2
0,2,1,com.eleybourn.bookcatalogue.AdministrationLibraryThing$1
0,1,0,com.eleybourn.bookcatalogue.Fields$AfterFieldChangeListener
0,2,1,com.eleybourn.bookcatalogue.dialogs.MessageDialogFragment$1
0,2,1,com.eleybourn.bookcatalogue.goodreads.api.SearchBooksApiHandler$1
0,2,1,com.eleybourn.bookcatalogue.goodreads.api.SearchBooksApiHandler$2
0,2,1,com.eleybourn.bookcatalogue.goodreads.api.SearchBooksApiHandler$3
1,2,0,com.eleybourn.bookcatalogue.utils.AlertDialogUtils
0,2,1,com.eleybourn.bookcatalogue.filechooser.FileChooser$1
0,2,0,com.actionbarsherlock.widget.SearchView$OnSuggestionListener
0,2,1,com.eleybourn.bookcatalogue.filechooser.FileChooser$3
0,2,1,com.eleybourn.bookcatalogue.filechooser.FileChooser$2
1,2,1,oauth.signpost.signature.QueryStringSigningStrategy
0,3,0,com.eleybourn.bookcatalogue.cropper.CropCancelable
0,4,2,com.eleybourn.bookcatalogue.goodreads.api.XmlResponseParser
0,2,1,com.eleybourn.bookcatalogue.filechooser.FileChooserFragment$1
0,2,1,com.eleybourn.bookcatalogue.goodreads.api.SearchBooksApiHandler$8
0,2,1,com.eleybourn.bookcatalogue.goodreads.api.SearchBooksApiHandler$9
0,2,1,com.eleybourn.bookcatalogue.goodreads.api.SearchBooksApiHandler$4
0,2,1,com.eleybourn.bookcatalogue.goodreads.api.SearchBooksApiHandler$5
0,2,1,com.eleybourn.bookcatalogue.goodreads.api.SearchBooksApiHandler$6
0,2,1,com.eleybourn.bookcatalogue.goodreads.api.SearchBooksApiHandler$7
0,2,0,com.actionbarsherlock.view.CollapsibleActionView
0,2,1,com.eleybourn.bookcatalogue.BcQueueManager$BcLegacyTask$1
0,2,0,com.eleybourn.bookcatalogue.scanner.Scanner
0,1,0,com.actionbarsherlock.ActionBarSherlock$OnPrepareOptionsMenuListener
0,2,4,net.philipwarner.taskqueue.QueueManager$2
0,2,4,net.philipwarner.taskqueue.QueueManager$1
0,2,3,com.eleybourn.bookcatalogue.cropper.CropCropImage$4$1
0,2,1,com.actionbarsherlock.widget.SearchView$12
0,2,1,com.actionbarsherlock.widget.SearchView$11
0,2,1,com.actionbarsherlock.widget.SearchView$10
0,2,1,com.eleybourn.bookcatalogue.CoverBrowser$2
0,2,2,com.eleybourn.bookcatalogue.CoverBrowser$1
10,5,0,com.eleybourn.bookcatalogue.Series$1
1,2,0,com.eleybourn.bookcatalogue.database.DbUtils
10,5,0,com.actionbarsherlock.internal.widget.ActionBarView$SavedState$1
0,1,1,com.actionbarsherlock.R$integer
3,3,1,com.eleybourn.bookcatalogue.datamanager.MetaValidator
0,5,1,com.eleybourn.bookcatalogue.backup.BackupUtils$BundleAccessor
5,7,2,com.amazon.device.associates.PurchaseResponse
0,5,4,com.google.gdata.util.common.base.UnicodeEscaper$2
3,3,0,com.google.gdata.util.common.base.UnicodeEscaper$1
1,2,1,oauth.signpost.basic.DefaultOAuthConsumer
1,2,0,com.eleybourn.bookcatalogue.goodreads.api.ReviewUpdateHandler
1,3,1,oauth.signpost.exception.OAuthCommunicationException
0,4,2,com.eleybourn.bookcatalogue.backup.BackupManager$2$1
0,1,0,com.amazon.device.associates.OpenRetailPageRequest
0,4,1,com.actionbarsherlock.internal.widget.CollapsibleActionViewWrapper
4,4,3,com.eleybourn.bookcatalogue.cropper.CropBitmapManager$State
1,2,0,oauth.signpost.exception.OAuthMessageSignerException
0,2,1,com.eleybourn.bookcatalogue.CoverBrowser$4
0,2,2,com.eleybourn.bookcatalogue.CoverBrowser$3
3,3,0,org.acra.collector.ReflectionCollector
0,4,1,com.actionbarsherlock.internal.widget.IcsListPopupWindow$PopupDataSetObserver
5,6,3,com.actionbarsherlock.internal.widget.IcsSpinner$DropdownPopup
0,3,4,com.actionbarsherlock.internal.widget.IcsProgressBar$RefreshProgressRunnable
0,2,2,com.eleybourn.bookcatalogue.goodreads.GoodreadsUtils$5$1
0,2,1,com.amazon.device.associates.OpenProductPageRequest
0,1,0,com.actionbarsherlock.internal.view.menu.MenuBuilder$ItemInvoker
0,2,3,com.eleybourn.bookcatalogue.PreferencesBase$1
6,4,0,com.eleybourn.bookcatalogue.BookDetailsReadOnly$BinaryYesNoEmptyFormatter
1,2,0,com.actionbarsherlock.internal.widget.IcsView
0,4,3,com.eleybourn.bookcatalogue.backup.BackupReaderAbstract$1
3,3,1,com.eleybourn.bookcatalogue.utils.UpgradeMessageManager$UpgradeMessages
1,3,1,com.eleybourn.bookcatalogue.goodreads.api.BookshelfListApiHandler
1,2,0,com.eleybourn.bookcatalogue.CatalogueDBAdapter$1
1,2,0,com.eleybourn.bookcatalogue.CatalogueDBAdapter$2
3,3,0,com.eleybourn.bookcatalogue.datamanager.FloatValidator
0,2,1,com.eleybourn.bookcatalogue.SearchCatalogue$1
0,2,1,com.eleybourn.bookcatalogue.SearchCatalogue$2
0,1,0,com.actionbarsherlock.ActionBarSherlock$OnCreateOptionsMenuListener
0,2,1,com.eleybourn.bookcatalogue.SearchCatalogue$3
4,4,1,com.eleybourn.bookcatalogue.SearchCatalogue$4
0,2,2,com.eleybourn.bookcatalogue.SearchCatalogue$5
0,1,3,com.eleybourn.bookcatalogue.dialogs.ExportTypeSelectionDialogFragment$ExportSettings
0,7,0,com.eleybourn.bookcatalogue.Fields$FieldDataAccessor
0,4,2,oauth.signpost.signature.SignatureBaseString
3,3,0,com.eleybourn.bookcatalogue.Fields$DateFieldFormatter
1,3,1,com.eleybourn.bookcatalogue.AdministrationLibraryThing$3$1
0,2,1,com.amazon.device.associates.b$1
0,2,1,com.amazon.device.associates.b$3
0,4,4,com.amazon.device.associates.b$2
0,1,1,com.amazon.device.associates.b$4
8,8,1,com.eleybourn.bookcatalogue.Fields$StringDataAccessor
0,2,2,com.eleybourn.bookcatalogue.utils.BookUtils$1
10,5,0,com.actionbarsherlock.internal.view.menu.ActionMenuPresenter$SavedState$1
6,4,1,com.eleybourn.bookcatalogue.goodreads.GenericTask
0,1,0,com.amazon.device.associates.ProductPopoverActivity$a
3,3,0,com.eleybourn.bookcatalogue.scanner.ScannerManager$2
3,3,0,com.eleybourn.bookcatalogue.scanner.ScannerManager$1
3,3,0,com.eleybourn.bookcatalogue.scanner.ScannerManager$3
0,5,3,com.amazon.device.associates.AssociatesAPI$Config
0,5,3,com.eleybourn.bookcatalogue.utils.HintManager
0,2,2,com.amazon.device.associates.s$1
10,5,0,com.actionbarsherlock.internal.nineoldandroids.animation.AnimatorListenerAdapter
0,2,3,com.eleybourn.bookcatalogue.EditAuthorDialog$1
0,2,2,com.eleybourn.bookcatalogue.EditAuthorDialog$2
0,4,4,com.eleybourn.bookcatalogue.backup.BackupWriterAbstract$1
0,1,2,com.eleybourn.bookcatalogue.goodreads.api.ApiHandler
0,2,1,com.amazon.device.associates.ProductPopoverActivity$1
3,3,0,com.eleybourn.bookcatalogue.SearchLibraryThingThread
0,2,1,com.eleybourn.bookcatalogue.goodreads.api.ShowBookApiHandler$15
1,2,1,com.eleybourn.bookcatalogue.goodreads.api.SimpleXmlFilter$DoubleAttrFilter
1,3,1,com.actionbarsherlock.widget.ActivityChooserModel$HistoryPersister
4,4,4,com.eleybourn.bookcatalogue.debug.Tracker$States
0,2,1,com.eleybourn.bookcatalogue.goodreads.api.ShowBookApiHandler$10
0,0,0,org.acra.util.HttpRequest$1
0,2,1,com.eleybourn.bookcatalogue.goodreads.api.ShowBookApiHandler$14
0,2,1,com.eleybourn.bookcatalogue.goodreads.api.ShowBookApiHandler$13
0,2,1,com.eleybourn.bookcatalogue.goodreads.api.ShowBookApiHandler$12
0,2,1,com.eleybourn.bookcatalogue.goodreads.api.ShowBookApiHandler$11
0,2,1,com.amazon.device.associates.DASBroadcastReceiver$1
0,1,0,com.actionbarsherlock.internal.nineoldandroids.animation.ValueAnimator$AnimatorUpdateListener
0,2,1,com.eleybourn.bookcatalogue.EditObjectList$4
0,2,1,com.eleybourn.bookcatalogue.EditObjectList$3
0,2,1,com.eleybourn.bookcatalogue.EditObjectList$2
0,2,1,com.eleybourn.bookcatalogue.EditObjectList$1
0,2,1,com.eleybourn.bookcatalogue.EditObjectList$8
0,2,1,com.eleybourn.bookcatalogue.EditObjectList$7
0,2,1,com.eleybourn.bookcatalogue.EditObjectList$6
0,2,1,com.eleybourn.bookcatalogue.EditObjectList$5
0,2,3,com.eleybourn.bookcatalogue.EditObjectList$9
0,4,1,com.eleybourn.bookcatalogue.ExportThread$1
1,2,1,com.eleybourn.bookcatalogue.UpdateFromInternet$FieldUsages
2,5,3,com.eleybourn.bookcatalogue.dialogs.TextFieldEditor
1,2,0,com.eleybourn.bookcatalogue.cropper.CropUtil$1
1,2,0,com.eleybourn.bookcatalogue.utils.SoundManager$1
1,3,3,com.eleybourn.bookcatalogue.TaskManager$OnProgressMessage
0,2,0,com.eleybourn.bookcatalogue.utils.Utils$INextView
0,2,3,com.eleybourn.bookcatalogue.EditFormatDialog$1
0,2,2,com.eleybourn.bookcatalogue.EditFormatDialog$2
0,1,0,com.eleybourn.bookcatalogue.messaging.MessageSwitch$Message
0,6,1,com.actionbarsherlock.internal.view.ActionProviderWrapper
0,1,0,com.actionbarsherlock.ActionBarSherlock$OnPreparePanelListener
0,5,2,com.actionbarsherlock.internal.ActionBarSherlockCompat$ActionModeCallbackWrapper
6,4,0,com.eleybourn.bookcatalogue.utils.BookUtils
1,7,2,com.eleybourn.bookcatalogue.MultitypeListAdapter
0,2,2,com.eleybourn.bookcatalogue.FieldVisibility$1
8,5,1,com.eleybourn.bookcatalogue.BookEvents
0,1,3,com.eleybourn.bookcatalogue.BooksOnBookshelf$ListViewHolder
11,7,3,net.philipwarner.taskqueue.BindableItemListActivity
